Peak Time,Load MW,Forecast MW,Degrees F,Day,DoW,Month,Hour
2021-02-27 09:00:00-05:00,89267,88251,49,27,5,2,9
2021-02-28 18:00:00-05:00,89317,87905,54,28,6,2,18
2021-03-01 19:00:00-05:00,100488,98092,45,1,0,3,19
2021-03-02 07:00:00-05:00,106503,107063,32,2,1,3,7
2021-03-03 07:00:00-05:00,104334,105523,32,3,2,3,7
2021-03-04 19:00:00-05:00,99796,101032,41,4,3,3,19
2021-03-05 07:00:00-05:00,106172,106134,32,5,4,3,7
2021-03-06 19:00:00-05:00,93805,95018,40,6,5,3,19
2021-03-07 19:00:00-05:00,93532,95282,41,7,6,3,19
2021-03-08 07:00:00-05:00,105879,104412,33,8,0,3,7
2021-03-09 07:00:00-05:00,95020,96199,41,9,1,3,7
2021-03-10 07:00:00-05:00,89239,89274,44,10,2,3,7
2021-03-11 19:00:00-05:00,85739,87135,66,11,3,3,19
2021-03-12 19:00:00-05:00,83159,84406,57,12,4,3,19
2021-03-13 19:00:00-05:00,81983,83417,49,13,5,3,19
2021-03-14 20:00:00-04:00,85079,84525,49,14,6,3,20
2021-03-15 08:00:00-04:00,100265,97865,33,15,0,3,8
2021-03-16 09:00:00-04:00,98002,96806,39,16,1,3,9
2021-03-17 08:00:00-04:00,94888,93756,41,17,2,3,8
2021-03-18 11:00:00-04:00,93444,88426,51,18,3,3,11
2021-03-19 08:00:00-04:00,97262,92899,38,19,4,3,8
2021-03-20 08:00:00-04:00,90821,89458,32,20,5,3,8
2021-03-21 08:00:00-04:00,82798,81750,39,21,6,3,8
2021-03-22 07:00:00-04:00,92059,89893,41,22,0,3,7
2021-03-23 08:00:00-04:00,87804,87547,49,23,1,3,8
2021-03-24 10:00:00-04:00,85018,85336,58,24,2,3,10
2021-03-25 20:00:00-04:00,83432,85827,66,25,3,3,20
2021-03-26 10:00:00-04:00,83144,85292,62,26,4,3,10
2021-03-27 20:00:00-04:00,75277,77789,69,27,5,3,20
2021-03-28 20:00:00-04:00,80459,80434,60,28,6,3,20
2021-03-29 08:00:00-04:00,89823,88486,39,29,0,3,8
2021-03-30 07:00:00-04:00,89406,89947,43,30,1,3,7
2021-03-31 20:00:00-04:00,85524,85772,59,31,2,3,20
2021-04-01 20:00:00-04:00,94497,94075,45,1,3,4,20
2021-04-02 07:00:00-04:00,96072,101351,32,2,4,4,7
2021-04-03 07:00:00-04:00,87902,91010,32,3,5,4,7
2021-04-04 08:00:00-04:00,74783,77878,42,4,6,4,8
2021-04-05 20:00:00-04:00,82553,83133,68,5,0,4,20
2021-04-06 20:00:00-04:00,84286,84467,70,6,1,4,20
2021-04-07 20:00:00-04:00,85882,87948,71,7,2,4,20
2021-04-08 20:00:00-04:00,82648,85684,69,8,3,4,20
2021-04-09 13:00:00-04:00,81697,82614,68,9,4,4,13
2021-04-10 20:00:00-04:00,76946,78304,68,10,5,4,20
2021-04-11 20:00:00-04:00,78646,79609,64,11,6,4,20
2021-04-12 12:00:00-04:00,83041,82459,59,12,0,4,12
2021-04-13 08:00:00-04:00,82013,82999,50,13,1,4,8
2021-04-14 20:00:00-04:00,82346,82467,66,14,2,4,20
2021-04-15 20:00:00-04:00,84076,83148,58,15,3,4,20
2021-04-16 08:00:00-04:00,85241,85199,49,16,4,4,8
2021-04-17 20:00:00-04:00,75937,76527,60,17,5,4,20
2021-04-18 20:00:00-04:00,76140,76781,66,18,6,4,20
2021-04-19 08:00:00-04:00,82192,82613,57,19,0,4,8
2021-04-20 20:00:00-04:00,83679,83661,64,20,1,4,20
2021-04-21 20:00:00-04:00,87727,86625,50,21,2,4,20
2021-04-22 07:00:00-04:00,92122,91867,41,22,3,4,7
2021-04-23 07:00:00-04:00,90386,89047,44,23,4,4,7
2021-04-24 20:00:00-04:00,76477,75795,61,24,5,4,20
2021-04-25 20:00:00-04:00,76697,77271,65,25,6,4,20
2021-04-26 08:00:00-04:00,83776,83125,50,26,0,4,8
2021-04-27 18:00:00-04:00,88730,86895,81,27,1,4,18
2021-04-28 17:00:00-04:00,94347,98220,82,28,2,4,17
2021-04-29 14:00:00-04:00,91549,93750,75,29,3,4,14
2021-04-30 11:00:00-04:00,80694,83166,67,30,4,4,11
2021-05-01 20:00:00-04:00,74631,75111,70,1,5,5,20
2021-05-02 20:00:00-04:00,84089,82775,78,2,6,5,20
2021-05-03 17:00:00-04:00,87677,89528,78,3,0,5,17
2021-05-04 16:00:00-04:00,93035,97691,83,4,1,5,16
2021-05-05 13:00:00-04:00,86506,85936,72,5,2,5,13
2021-05-06 20:00:00-04:00,80860,81846,66,6,3,5,20
2021-05-07 09:00:00-04:00,79969,81564,57,7,4,5,9
2021-05-08 21:00:00-04:00,74582,75580,59,8,5,5,21
2021-05-09 20:00:00-04:00,77330,77767,60,9,6,5,20
2021-05-10 09:00:00-04:00,83278,81993,58,10,0,5,9
2021-05-11 20:00:00-04:00,81215,82352,60,11,1,5,20
2021-05-12 08:00:00-04:00,81357,82136,51,12,2,5,8
2021-05-13 08:00:00-04:00,80962,80719,57,13,3,5,8
2021-05-14 13:00:00-04:00,79989,78309,74,14,4,5,13
2021-05-15 20:00:00-04:00,75021,74974,69,15,5,5,20
2021-05-16 20:00:00-04:00,76388,76782,70,16,6,5,20
2021-05-17 17:00:00-04:00,85224,84982,77,17,0,5,17
2021-05-18 17:00:00-04:00,92610,90114,83,18,1,5,17
2021-05-19 17:00:00-04:00,104836,101601,86,19,2,5,17
2021-05-20 17:00:00-04:00,109863,109288,86,20,3,5,17
2021-05-21 17:00:00-04:00,109778,109516,87,21,4,5,17
2021-05-22 17:00:00-04:00,106684,111327,91,22,5,5,17
2021-05-23 17:00:00-04:00,115233,115139,92,23,6,5,17
2021-05-24 17:00:00-04:00,103288,105872,77,24,0,5,17
2021-05-25 17:00:00-04:00,111698,108318,83,25,1,5,17
2021-05-26 16:00:00-04:00,119678,114800,91,26,2,5,16
2021-05-27 17:00:00-04:00,107419,104772,84,27,3,5,17
2021-05-28 13:00:00-04:00,90655,90323,77,28,4,5,13
2021-05-29 11:00:00-04:00,74944,74824,68,29,5,5,11
2021-05-30 21:00:00-04:00,72242,76361,63,30,6,5,21
2021-05-31 20:00:00-04:00,76165,76639,77,31,0,5,20
2021-06-01 17:00:00-04:00,91721,90407,78,1,1,6,17
2021-06-02 17:00:00-04:00,94572,92280,76,2,2,6,17
2021-06-03 17:00:00-04:00,101047,96367,79,3,3,6,17
2021-06-04 17:00:00-04:00,111026,102254,82,4,4,6,17
2021-06-05 17:00:00-04:00,120598,113394,92,5,5,6,17
2021-06-06 17:00:00-04:00,125458,123377,93,6,6,6,17
2021-06-07 16:00:00-04:00,131752,129665,90,7,0,6,16
2021-06-08 15:00:00-04:00,131285,127133,87,8,1,6,15
2021-06-09 16:00:00-04:00,128190,124921,85,9,2,6,16
2021-06-10 15:00:00-04:00,125541,115856,86,10,3,6,15
2021-06-11 14:00:00-04:00,109695,108310,77,11,4,6,14
2021-06-12 17:00:00-04:00,104033,103836,82,12,5,6,17
2021-06-13 17:00:00-04:00,107581,106272,88,13,6,6,17
2021-06-14 17:00:00-04:00,119891,116839,86,14,0,6,17
2021-06-15 17:00:00-04:00,108750,107853,85,15,1,6,17
2021-06-16 17:00:00-04:00,104244,102825,81,16,2,6,17
2021-06-17 18:00:00-04:00,109192,106451,82,17,3,6,18
2021-06-18 17:00:00-04:00,116323,117539,89,18,4,6,17
2021-06-19 16:00:00-04:00,112218,115858,87,19,5,6,16
2021-06-20 17:00:00-04:00,121473,121497,88,20,6,6,17
2021-06-21 15:00:00-04:00,127806,126241,89,21,0,6,15
2021-06-22 11:00:00-04:00,95534,96158,73,22,1,6,11
2021-06-23 18:00:00-04:00,97367,96349,79,23,2,6,18
2021-06-24 17:00:00-04:00,105883,104952,86,24,3,6,17
2021-06-25 17:00:00-04:00,110079,109845,86,25,4,6,17
2021-06-26 17:00:00-04:00,117624,115662,88,26,5,6,17
2021-06-27 17:00:00-04:00,128348,126076,95,27,6,6,17
2021-06-28 17:00:00-04:00,141071,139468,93,28,0,6,17
2021-06-29 16:00:00-04:00,146845,145333,95,29,1,6,16
2021-06-30 16:00:00-04:00,138945,144306,91,30,2,6,16
2021-07-01 13:00:00-04:00,118330,123892,83,1,3,7,13
2021-07-02 17:00:00-04:00,103247,103950,83,2,4,7,17
2021-07-03 17:00:00-04:00,95198,97072,81,3,5,7,17
2021-07-04 17:00:00-04:00,109543,111602,89,4,6,7,17
2021-07-05 17:00:00-04:00,130797,126576,95,5,0,7,17
2021-07-06 16:00:00-04:00,146037,145591,95,6,1,7,16
2021-07-07 14:00:00-04:00,142689,142562,92,7,2,7,14
2021-07-08 14:00:00-04:00,121140,126010,89,8,3,7,14
2021-07-09 16:00:00-04:00,120191,119423,90,9,4,7,16
2021-07-10 17:00:00-04:00,106533,104120,84,10,5,7,17
2021-07-11 17:00:00-04:00,111704,110061,86,11,6,7,17
2021-07-12 15:00:00-04:00,132005,127727,91,12,0,7,15
2021-07-13 17:00:00-04:00,128811,131691,91,13,1,7,17
2021-07-14 16:00:00-04:00,135901,134398,91,14,2,7,16
2021-07-15 16:00:00-04:00,138030,138380,94,15,3,7,16
2021-07-16 15:00:00-04:00,134192,134274,91,16,4,7,15
2021-07-17 14:00:00-04:00,122296,120828,90,17,5,7,14
2021-07-18 17:00:00-04:00,112756,113945,86,18,6,7,17
2021-07-19 17:00:00-04:00,128547,128090,86,19,0,7,17
2021-07-20 17:00:00-04:00,135824,136337,92,20,1,7,17
2021-07-21 15:00:00-04:00,121557,128277,86,21,2,7,15
2021-07-22 17:00:00-04:00,118496,118869,85,22,3,7,17
2021-07-23 17:00:00-04:00,121243,120617,87,23,4,7,17
2021-07-24 16:00:00-04:00,120119,119548,88,24,5,7,16
2021-07-25 17:00:00-04:00,129115,127068,92,25,6,7,17
2021-07-26 16:00:00-04:00,139646,140864,94,26,0,7,16
2021-07-27 17:00:00-04:00,140428,141794,94,27,1,7,17
2021-07-28 17:00:00-04:00,137243,140257,89,28,2,7,17
2021-07-29 15:00:00-04:00,129731,128111,87,29,3,7,15
2021-07-30 16:00:00-04:00,122406,115041,85,30,4,7,16
2021-07-31 17:00:00-04:00,104057,99002,85,31,5,7,17
2021-08-01 17:00:00-04:00,100011,98162,80,1,6,8,17
2021-08-02 17:00:00-04:00,110197,109032,84,2,0,8,17
2021-08-03 17:00:00-04:00,109447,108986,86,3,1,8,17
2021-08-04 17:00:00-04:00,112471,112158,86,4,2,8,17
2021-08-05 17:00:00-04:00,124066,121610,86,5,3,8,17
2021-08-06 16:00:00-04:00,130604,128106,93,6,4,8,16
2021-08-07 16:00:00-04:00,114247,116948,87,7,5,8,16
2021-08-08 17:00:00-04:00,122489,122965,90,8,6,8,17
2021-08-09 16:00:00-04:00,132987,135069,93,9,0,8,16
2021-08-10 16:00:00-04:00,139599,141846,94,10,1,8,16
2021-08-11 16:00:00-04:00,141101,146688,95,11,2,8,16
2021-08-12 16:00:00-04:00,148210,151388,95,12,3,8,16
2021-08-13 15:00:00-04:00,141843,141963,93,13,4,8,15
2021-08-14 16:00:00-04:00,124404,119837,86,14,5,8,16
2021-08-15 17:00:00-04:00,108047,108514,85,15,6,8,17
2021-08-16 17:00:00-04:00,116968,118254,84,16,0,8,17
2021-08-17 16:00:00-04:00,124866,122068,86,17,1,8,16
2021-08-18 17:00:00-04:00,132269,125005,86,18,2,8,17
2021-08-19 16:00:00-04:00,135078,133662,91,19,3,8,16
2021-08-20 17:00:00-04:00,129091,122020,86,20,4,8,17
2021-08-21 17:00:00-04:00,122592,119013,88,21,5,8,17
2021-08-22 17:00:00-04:00,119376,120001,89,22,6,8,17
2021-08-23 17:00:00-04:00,140625,136503,89,23,0,8,17
2021-08-24 17:00:00-04:00,148750,144397,95,24,1,8,17
2021-08-25 16:00:00-04:00,143903,149162,95,25,2,8,16
2021-08-26 15:00:00-04:00,145831,144172,95,26,3,8,15
2021-08-27 14:00:00-04:00,145333,142556,93,27,4,8,14
2021-08-28 16:00:00-04:00,129166,129683,90,28,5,8,16
2021-08-29 17:00:00-04:00,121421,127705,88,29,6,8,17
2021-08-30 16:00:00-04:00,136298,136318,87,30,0,8,16
2021-08-31 15:00:00-04:00,122328,124840,84,31,1,8,15
2021-09-01 17:00:00-04:00,111762,110328,78,1,2,9,17
2021-09-02 17:00:00-04:00,105233,104352,78,2,3,9,17
2021-09-03 17:00:00-04:00,97710,97308,78,3,4,9,17
2021-09-04 17:00:00-04:00,95615,94439,83,4,5,9,17
2021-09-05 17:00:00-04:00,94814,98848,79,5,6,9,17
2021-09-06 17:00:00-04:00,106684,103804,85,6,0,9,17
2021-09-07 17:00:00-04:00,118486,120615,86,7,1,9,17
2021-09-08 16:00:00-04:00,118913,117215,85,8,2,9,16
2021-09-09 17:00:00-04:00,101000,102804,77,9,3,9,17
2021-09-10 17:00:00-04:00,98630,98031,79,10,4,9,17
2021-09-11 17:00:00-04:00,98312,98246,86,11,5,9,17
2021-09-12 17:00:00-04:00,114455,115345,88,12,6,9,17
2021-09-13 16:00:00-04:00,131268,133400,93,13,0,9,16
2021-09-14 16:00:00-04:00,132418,135714,93,14,1,9,16
2021-09-15 16:00:00-04:00,121093,124556,88,15,2,9,16
2021-09-16 16:00:00-04:00,113635,115780,86,16,3,9,16
2021-09-17 16:00:00-04:00,118725,115447,87,17,4,9,16
2021-09-18 16:00:00-04:00,117124,110887,86,18,5,9,16
2021-09-19 17:00:00-04:00,111536,109044,87,19,6,9,17
2021-09-20 17:00:00-04:00,110484,111062,81,20,0,9,17
2021-09-21 16:00:00-04:00,102322,105461,84,21,1,9,16
2021-09-22 14:00:00-04:00,102832,102427,79,22,2,9,14
2021-09-23 13:00:00-04:00,93279,93055,72,23,3,9,13
2021-09-24 17:00:00-04:00,89386,88375,78,24,4,9,17
2021-09-25 17:00:00-04:00,80280,80965,75,25,5,9,17
2021-09-26 19:00:00-04:00,83404,82666,72,26,6,9,19
2021-09-27 17:00:00-04:00,101766,102531,86,27,0,9,17
2021-09-28 17:00:00-04:00,100566,103896,80,28,1,9,17
2021-09-29 17:00:00-04:00,95495,96050,80,29,2,9,17
2021-09-30 17:00:00-04:00,91996,94166,74,30,3,9,17
2021-10-01 17:00:00-04:00,90925,89920,74,1,4,10,17
2021-10-02 17:00:00-04:00,86085,85707,81,2,5,10,17
2021-10-03 19:00:00-04:00,93617,89819,78,3,6,10,19
2021-10-04 16:00:00-04:00,102951,99586,78,4,0,10,16
2021-10-05 16:00:00-04:00,99054,100784,80,5,1,10,16
2021-10-06 19:00:00-04:00,96851,96948,78,6,2,10,19
2021-10-07 16:00:00-04:00,97852,99228,78,7,3,10,16
2021-10-08 15:00:00-04:00,97176,96848,83,8,4,10,15
2021-10-09 16:00:00-04:00,87445,88354,80,9,5,10,16
2021-10-10 19:00:00-04:00,90020,92474,75,10,6,10,19
2021-10-11 16:00:00-04:00,96127,101501,81,11,0,10,16
2021-10-12 19:00:00-04:00,93258,95635,77,12,1,10,19
2021-10-13 19:00:00-04:00,93690,96917,78,13,2,10,19
2021-10-14 16:00:00-04:00,99184,101346,85,14,3,10,16
2021-10-15 16:00:00-04:00,98903,101391,80,15,4,10,16
2021-10-16 13:00:00-04:00,82346,81223,68,16,5,10,13
2021-10-17 19:00:00-04:00,78125,79169,59,17,6,10,19
2021-10-18 19:00:00-04:00,85644,85282,57,18,0,10,19
2021-10-19 19:00:00-04:00,86014,85060,66,19,1,10,19
2021-10-20 19:00:00-04:00,86959,86098,67,20,2,10,19
2021-10-21 19:00:00-04:00,86695,87592,71,21,3,10,19
2021-10-22 19:00:00-04:00,82763,82810,63,22,4,10,19
2021-10-23 19:00:00-04:00,76992,77604,58,23,5,10,19
2021-10-24 19:00:00-04:00,80899,79306,60,24,6,10,19
2021-10-25 18:00:00-04:00,88663,88308,69,25,0,10,18
2021-10-26 19:00:00-04:00,86948,86691,55,26,1,10,19
2021-10-27 19:00:00-04:00,86722,85986,63,27,2,10,19
2021-10-28 19:00:00-04:00,85870,85088,59,28,3,10,19
2021-10-29 18:00:00-04:00,84868,82804,58,29,4,10,18
2021-10-30 19:00:00-04:00,77614,78815,62,30,5,10,19
2021-10-31 19:00:00-04:00,77089,79900,58,31,6,10,19
2021-11-01 19:00:00-04:00,87103,87670,54,1,0,11,19
2021-11-02 19:00:00-04:00,91560,90994,49,2,1,11,19
2021-11-03 08:00:00-04:00,95711,94712,37,3,2,11,8
2021-11-04 08:00:00-04:00,97829,96356,37,4,3,11,8
2021-11-05 08:00:00-04:00,99749,96568,37,5,4,11,8
2021-11-06 08:00:00-04:00,90354,86841,37,6,5,11,8
2021-11-07 18:00:00-05:00,84731,81757,52,7,6,11,18
2021-11-08 07:00:00-05:00,91399,90528,41,8,0,11,7
2021-11-09 18:00:00-05:00,88336,87386,59,9,1,11,18
2021-11-10 18:00:00-05:00,87890,87038,59,10,2,11,18
2021-11-11 18:00:00-05:00,88723,86693,59,11,3,11,18
2021-11-12 17:00:00-05:00,87678,83909,61,12,4,11,17
2021-11-13 18:00:00-05:00,88493,86483,46,13,5,11,18
2021-11-14 18:00:00-05:00,91961,90169,46,14,6,11,18
2021-11-15 18:00:00-05:00,100013,98185,46,15,0,11,18
2021-11-16 07:00:00-05:00,97968,100223,39,16,1,11,7
2021-11-17 07:00:00-05:00,92742,93493,47,17,2,11,7
2021-11-18 18:00:00-05:00,93314,91027,57,18,3,11,18
2021-11-19 18:00:00-05:00,97594,94803,46,19,4,11,18
2021-11-20 08:00:00-05:00,92414,91553,38,20,5,11,8
2021-11-21 18:00:00-05:00,89556,88562,54,21,6,11,18
2021-11-22 18:00:00-05:00,100538,101161,44,22,0,11,18
2021-11-23 07:00:00-05:00,104611,105175,32,23,1,11,7
2021-11-24 07:00:00-05:00,104458,107260,32,24,2,11,7
2021-11-25 10:00:00-05:00,85837,89023,49,25,3,11,10
2021-11-26 18:00:00-05:00,95799,93784,37,26,4,11,18
2021-11-27 18:00:00-05:00,93606,92922,41,27,5,11,18
2021-11-28 18:00:00-05:00,93537,93816,46,28,6,11,18
2021-11-29 18:00:00-05:00,104791,102458,41,29,0,11,18
2021-11-30 07:00:00-05:00,101864,103365,35,30,1,11,7
2021-12-01 07:00:00-05:00,100969,100155,39,1,2,12,7
2021-12-02 18:00:00-05:00,92480,93495,58,2,3,12,18
2021-12-03 18:00:00-05:00,93383,93263,50,3,4,12,18
2021-12-04 18:00:00-05:00,89282,88916,48,4,5,12,18
2021-12-05 18:00:00-05:00,91946,90711,51,5,6,12,18
2021-12-06 18:00:00-05:00,99503,97787,50,6,0,12,18
2021-12-07 18:00:00-05:00,108622,107227,37,7,1,12,18
2021-12-08 18:00:00-05:00,107364,107892,40,8,2,12,18
2021-12-09 07:00:00-05:00,109100,107924,32,9,3,12,7
2021-12-10 08:00:00-05:00,97305,99130,44,10,4,12,8
2021-12-11 18:00:00-05:00,88473,86724,59,11,5,12,18
2021-12-12 19:00:00-05:00,96035,92679,46,12,6,12,19
2021-12-13 07:00:00-05:00,105127,100802,38,13,0,12,7
2021-12-14 07:00:00-05:00,103531,102122,39,14,1,12,7
2021-12-15 07:00:00-05:00,98251,97452,44,15,2,12,7
2021-12-16 18:00:00-05:00,92855,93744,58,16,3,12,18
2021-12-17 17:00:00-05:00,93806,92299,54,17,4,12,17
2021-12-18 17:00:00-05:00,90548,89678,50,18,5,12,17
2021-12-19 18:00:00-05:00,99898,98591,41,19,6,12,18
2021-12-20 07:00:00-05:00,109265,106735,32,20,0,12,7
2021-12-21 08:00:00-05:00,108596,108166,33,21,1,12,8
2021-12-22 18:00:00-05:00,105720,108634,37,22,2,12,18
2021-12-23 08:00:00-05:00,105651,110473,32,23,3,12,8
2021-12-24 09:00:00-05:00,86722,90866,44,24,4,12,9
2021-12-25 18:00:00-05:00,77502,86428,58,25,5,12,18
2021-12-26 18:00:00-05:00,86040,88355,49,26,6,12,18
2021-12-27 17:00:00-05:00,96914,99878,49,27,0,12,17
2021-12-28 17:00:00-05:00,96481,98120,50,28,1,12,17
2021-12-29 17:00:00-05:00,93540,96792,50,29,2,12,17
2021-12-30 17:00:00-05:00,91371,95613,55,30,3,12,17
2021-12-31 17:00:00-05:00,86686,87415,57,31,4,12,17
2022-01-01 18:00:00-05:00,83581,86800,61,1,5,1,18
2022-01-02 18:00:00-05:00,91273,92087,48,2,6,1,18
2022-01-03 18:00:00-05:00,112236,110089,32,3,0,1,18
2022-01-04 08:00:00-05:00,113156,112333,32,4,1,1,8
2022-01-05 18:00:00-05:00,107675,106514,39,5,2,1,18
2022-01-06 18:00:00-05:00,112024,111904,37,6,3,1,18
2022-01-07 18:00:00-05:00,118770,114794,32,7,4,1,18
2022-01-08 08:00:00-05:00,112257,110286,32,8,5,1,8
2022-01-09 18:00:00-05:00,102026,99629,44,9,6,1,18
2022-01-10 18:00:00-05:00,116705,114969,32,10,0,1,18
2022-01-11 08:00:00-05:00,121978,119342,32,11,1,1,8
2022-01-12 07:00:00-05:00,116405,115103,32,12,2,1,7
2022-01-13 08:00:00-05:00,107327,107045,33,13,3,1,8
2022-01-14 18:00:00-05:00,105970,105911,39,14,4,1,18
2022-01-15 18:00:00-05:00,112566,109539,33,15,5,1,18
